Key,Game_Date,Game_Month,Game_Day_of_Week,Team,Opponent,Opponent_Division,Game_Result,Runs_Scored,Runs_Scored_Metric,Hits,Hits_Metric,Doubles,Triples,Home_Runs,Home_Runs_Metric,Extra_Base_Hits,Extra_Base_Hits_Metric,Walks,Strikeouts,Walks_Minus_Strikeouts,Walks_Minus_Strikeouts_Metric
654,2020-07-29,July,Wednesday,Boston Red Sox,New York Mets,National League (NL) East,1,6,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,4,8,-4,Strikeouts > Walks
655,2020-07-30,July,Thursday,Boston Red Sox,New York Mets,National League (NL) East,1,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,4,9,-5,Strikeouts > Walks
656,2020-07-31,July,Friday,Boston Red Sox,New York Yankees,American League (AL) East,0,1,Runs_Scored <= 1,5,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,2,9,-7,Strikeouts > Walks
657,2020-08-01,August,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,0,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,4,12,-8,Strikeouts > Walks
658,2020-08-02,August,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,0,7,Runs_Scored > 5 but <= 9,10,Hits >= 10,3,0,3,Home_Runs > 1,6,Extra_Base_Hits > 5,1,11,-10,Strikeouts > Walks
659,2020-08-04,August,Tuesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,1,Runs_Scored <= 1,8,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,1,10,-9,Strikeouts > Walks
660,2020-08-05,August,Wednesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,1,11,-10,Strikeouts > Walks
661,2020-08-07,August,Friday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,5,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,9,11,-2,Strikeouts > Walks
662,2020-08-08,August,Saturday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,4,8,-4,Strikeouts > Walks
663,2020-08-09,August,Sunday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,5,Runs_Scored = 4 or 5,4,Hits > 3 but <= 9,0,0,3,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,1,12,-11,Strikeouts > Walks
664,2020-08-10,August,Monday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,7,Runs_Scored > 5 but <= 9,12,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,4,7,-3,Strikeouts > Walks
665,2020-08-11,August,Tuesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,2,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,1,1,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,1,9,-8,Strikeouts > Walks
666,2020-08-12,August,Wednesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,5,Runs_Scored = 4 or 5,12,Hits >= 10,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,0,10,-10,Strikeouts > Walks
667,2020-08-13,August,Thursday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,8,Runs_Scored > 5 but <= 9,13,Hits >= 10,7,1,0,Home_Runs = 0,8,Extra_Base_Hits > 5,3,11,-8,Strikeouts > Walks
668,2020-08-14,August,Friday,Boston Red Sox,New York Yankees,American League (AL) East,0,3,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,2,12,-10,Strikeouts > Walks
669,2020-08-15,August,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,0,5,Runs_Scored = 4 or 5,11,Hits >= 10,1,1,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,1,5,-4,Strikeouts > Walks
670,2020-08-16,August,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,0,2,Runs_Scored = 2 or 3,5,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,4,8,-4,Strikeouts > Walks
671,2020-08-17,August,Monday,Boston Red Sox,New York Yankees,American League (AL) East,0,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,2,1,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,2,9,-7,Strikeouts > Walks
672,2020-08-18,August,Tuesday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,0,6,Runs_Scored > 5 but <= 9,11,Hits >= 10,4,0,0,Home_Runs = 0,4,Extra_Base_Hits > 0 but <= 5,6,15,-9,Strikeouts > Walks
673,2020-08-19,August,Wednesday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,1,6,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,5,0,1,Home_Runs = 1,6,Extra_Base_Hits > 5,7,10,-3,Strikeouts > Walks
674,2020-08-20,August,Thursday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,12,Hits >= 10,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,4,9,-5,Strikeouts > Walks
675,2020-08-21,August,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,2,5,-3,Strikeouts > Walks
676,2020-08-22,August,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,6,7,-1,Strikeouts > Walks
677,2020-08-23,August,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,4,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,4,7,-3,Strikeouts > Walks
678,2020-08-25,August,Tuesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,9,Runs_Scored > 5 but <= 9,13,Hits >= 10,3,1,0,Home_Runs = 0,4,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
679,2020-08-26,August,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,1,Runs_Scored <= 1,3,Hits <= 3,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
680,2020-08-28,August,Friday,Boston Red Sox,Washington Nationals,National League (NL) East,0,2,Runs_Scored = 2 or 3,10,Hits >= 10,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,1,13,-12,Strikeouts > Walks
681,2020-08-29,August,Saturday,Boston Red Sox,Washington Nationals,National League (NL) East,1,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,2,1,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,0,7,-7,Strikeouts > Walks
682,2020-08-30,August,Sunday,Boston Red Sox,Washington Nationals,National League (NL) East,1,9,Runs_Scored > 5 but <= 9,15,Hits >= 10,4,0,4,Home_Runs > 1,8,Extra_Base_Hits > 5,3,7,-4,Strikeouts > Walks
683,2020-08-31,August,Monday,Boston Red Sox,Atlanta Braves,National League (NL) East,0,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,4,0,0,Home_Runs = 0,4,Extra_Base_Hits > 0 but <= 5,2,11,-9,Strikeouts > Walks
684,2020-09-01,September,Tuesday,Boston Red Sox,Atlanta Braves,National League (NL) East,0,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,2,10,-8,Strikeouts > Walks
685,2020-09-02,September,Wednesday,Boston Red Sox,Atlanta Braves,National League (NL) East,0,5,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,3,12,-9,Strikeouts > Walks
686,2020-09-03,September,Thursday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,2,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,5,11,-6,Strikeouts > Walks
687,2020-09-04,September,Friday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,7,Runs_Scored > 5 but <= 9,11,Hits >= 10,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
688,2020-09-04,September,Friday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,3,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,4,8,-4,Strikeouts > Walks
689,2020-09-05,September,Saturday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,9,Runs_Scored > 5 but <= 9,15,Hits >= 10,2,0,5,Home_Runs > 1,7,Extra_Base_Hits > 5,3,6,-3,Strikeouts > Walks
690,2020-09-06,September,Sunday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,8,Runs_Scored > 5 but <= 9,10,Hits >= 10,0,0,4,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,7,10,-3,Strikeouts > Walks
691,2020-09-08,September,Tuesday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,0,5,Runs_Scored = 4 or 5,11,Hits >= 10,1,0,4,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
692,2020-09-08,September,Tuesday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,3,11,-8,Strikeouts > Walks
693,2020-09-10,September,Thursday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,3,13,-10,Strikeouts > Walks
694,2020-09-11,September,Friday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,1,Runs_Scored <= 1,11,Hits >= 10,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,2,6,-4,Strikeouts > Walks
695,2020-09-12,September,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,1,10,-9,Strikeouts > Walks
696,2020-09-13,September,Sunday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,11,Hits >= 10,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,2,6,-4,Strikeouts > Walks
697,2020-09-15,September,Tuesday,Boston Red Sox,Miami Marlins,National League (NL) East,1,2,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,4,9,-5,Strikeouts > Walks
698,2020-09-16,September,Wednesday,Boston Red Sox,Miami Marlins,National League (NL) East,0,4,Runs_Scored = 4 or 5,10,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,4,12,-8,Strikeouts > Walks
699,2020-09-17,September,Thursday,Boston Red Sox,Miami Marlins,National League (NL) East,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,3,11,-8,Strikeouts > Walks
700,2020-09-18,September,Friday,Boston Red Sox,New York Yankees,American League (AL) East,0,5,Runs_Scored = 4 or 5,10,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,5,15,-10,Strikeouts > Walks
701,2020-09-19,September,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,0,0,Runs_Scored <= 1,5,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,0,9,-9,Strikeouts > Walks
702,2020-09-20,September,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,1,10,Runs_Scored >= 10,14,Hits >= 10,3,0,4,Home_Runs > 1,7,Extra_Base_Hits > 5,4,3,1,Walks > Strikeouts
703,2020-09-22,September,Tuesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,14,Hits >= 10,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,4,8,-4,Strikeouts > Walks
704,2020-09-23,September,Wednesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,9,Runs_Scored > 5 but <= 9,10,Hits >= 10,4,1,0,Home_Runs = 0,5,Extra_Base_Hits > 0 but <= 5,5,10,-5,Strikeouts > Walks
705,2020-09-24,September,Thursday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,1,Runs_Scored <= 1,7,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,2,7,-5,Strikeouts > Walks
706,2020-09-25,September,Friday,Boston Red Sox,Atlanta Braves,National League (NL) East,0,7,Runs_Scored > 5 but <= 9,7,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,7,7,0,Walks = Strikeouts
707,2020-09-26,September,Saturday,Boston Red Sox,Atlanta Braves,National League (NL) East,1,8,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,6,12,-6,Strikeouts > Walks
708,2020-09-27,September,Sunday,Boston Red Sox,Atlanta Braves,National League (NL) East,1,9,Runs_Scored > 5 but <= 9,15,Hits >= 10,2,0,4,Home_Runs > 1,6,Extra_Base_Hits > 5,4,11,-7,Strikeouts > Walks
709,2021-04-02,April,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,0,Runs_Scored <= 1,2,Hits <= 3,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
710,2021-04-03,April,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,2,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
711,2021-04-04,April,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,3,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
712,2021-04-05,April,Monday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,11,Runs_Scored >= 10,16,Hits >= 10,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,3,8,-5,Strikeouts > Walks
713,2021-04-06,April,Tuesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,10,Hits >= 10,6,0,1,Home_Runs = 1,7,Extra_Base_Hits > 5,3,15,-12,Strikeouts > Walks
714,2021-04-07,April,Wednesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,9,Runs_Scored > 5 but <= 9,13,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,1,4,-3,Strikeouts > Walks
715,2021-04-08,April,Thursday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,12,Hits >= 10,5,0,2,Home_Runs > 1,7,Extra_Base_Hits > 5,3,10,-7,Strikeouts > Walks
716,2021-04-10,April,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,10,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
717,2021-04-11,April,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,14,Runs_Scored >= 10,17,Hits >= 10,2,0,6,Home_Runs > 1,8,Extra_Base_Hits > 5,3,11,-8,Strikeouts > Walks
718,2021-04-13,April,Tuesday,Boston Red Sox,Minnesota Twins,American League (AL) Central,1,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,3,0,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,2,5,-3,Strikeouts > Walks
719,2021-04-14,April,Wednesday,Boston Red Sox,Minnesota Twins,American League (AL) Central,1,3,Runs_Scored = 2 or 3,11,Hits >= 10,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
720,2021-04-14,April,Wednesday,Boston Red Sox,Minnesota Twins,American League (AL) Central,1,7,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,5,11,-6,Strikeouts > Walks
721,2021-04-15,April,Thursday,Boston Red Sox,Minnesota Twins,American League (AL) Central,0,3,Runs_Scored = 2 or 3,4,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
722,2021-04-17,April,Saturday,Boston Red Sox,Chicago White Sox,American League (AL) Central,1,7,Runs_Scored > 5 but <= 9,13,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,6,11,-5,Strikeouts > Walks
723,2021-04-18,April,Sunday,Boston Red Sox,Chicago White Sox,American League (AL) Central,0,2,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,0,3,-3,Strikeouts > Walks
724,2021-04-18,April,Sunday,Boston Red Sox,Chicago White Sox,American League (AL) Central,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,1,8,-7,Strikeouts > Walks
725,2021-04-19,April,Monday,Boston Red Sox,Chicago White Sox,American League (AL) Central,1,11,Runs_Scored >= 10,16,Hits >= 10,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,6,8,-2,Strikeouts > Walks
726,2021-04-20,April,Tuesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,3,1,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,0,5,-5,Strikeouts > Walks
727,2021-04-21,April,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,3,Runs_Scored = 2 or 3,10,Hits >= 10,5,0,1,Home_Runs = 1,6,Extra_Base_Hits > 5,3,10,-7,Strikeouts > Walks
728,2021-04-22,April,Thursday,Boston Red Sox,Seattle Mariners,American League (AL) West,0,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,0,2,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,2,11,-9,Strikeouts > Walks
729,2021-04-23,April,Friday,Boston Red Sox,Seattle Mariners,American League (AL) West,1,6,Runs_Scored > 5 but <= 9,11,Hits >= 10,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
730,2021-04-24,April,Saturday,Boston Red Sox,Seattle Mariners,American League (AL) West,0,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,1,9,-8,Strikeouts > Walks
731,2021-04-25,April,Sunday,Boston Red Sox,Seattle Mariners,American League (AL) West,1,5,Runs_Scored = 4 or 5,5,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,7,6,1,Walks > Strikeouts
732,2021-04-27,April,Tuesday,Boston Red Sox,New York Mets,National League (NL) East,1,2,Runs_Scored = 2 or 3,5,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
733,2021-04-28,April,Wednesday,Boston Red Sox,New York Mets,National League (NL) East,1,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,1,15,-14,Strikeouts > Walks
734,2021-04-29,April,Thursday,Boston Red Sox,Texas Rangers,American League (AL) West,0,1,Runs_Scored <= 1,3,Hits <= 3,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
735,2021-04-30,April,Friday,Boston Red Sox,Texas Rangers,American League (AL) West,1,6,Runs_Scored > 5 but <= 9,6,Hits > 3 but <= 9,0,0,4,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
736,2021-05-01,May,Saturday,Boston Red Sox,Texas Rangers,American League (AL) West,0,6,Runs_Scored > 5 but <= 9,12,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,4,12,-8,Strikeouts > Walks
737,2021-05-02,May,Sunday,Boston Red Sox,Texas Rangers,American League (AL) West,0,3,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,1,7,-6,Strikeouts > Walks
738,2021-05-04,May,Tuesday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,11,Runs_Scored >= 10,14,Hits >= 10,2,0,4,Home_Runs > 1,6,Extra_Base_Hits > 5,3,6,-3,Strikeouts > Walks
739,2021-05-05,May,Wednesday,Boston Red Sox,Detroit Tigers,American League (AL) Central,0,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,6,8,-2,Strikeouts > Walks
740,2021-05-06,May,Thursday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,12,Runs_Scored >= 10,16,Hits >= 10,4,0,0,Home_Runs = 0,4,Extra_Base_Hits > 0 but <= 5,3,8,-5,Strikeouts > Walks
741,2021-05-07,May,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,7,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
742,2021-05-08,May,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,11,Runs_Scored >= 10,14,Hits >= 10,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,5,11,-6,Strikeouts > Walks
743,2021-05-09,May,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
744,2021-05-10,May,Monday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,0,11,-11,Strikeouts > Walks
745,2021-05-11,May,Tuesday,Boston Red Sox,Oakland Athletics,American League (AL) West,0,2,Runs_Scored = 2 or 3,4,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,2,11,-9,Strikeouts > Walks
746,2021-05-12,May,Wednesday,Boston Red Sox,Oakland Athletics,American League (AL) West,0,1,Runs_Scored <= 1,5,Hits > 3 but <= 9,4,0,0,Home_Runs = 0,4,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
747,2021-05-13,May,Thursday,Boston Red Sox,Oakland Athletics,American League (AL) West,1,8,Runs_Scored > 5 but <= 9,13,Hits >= 10,3,0,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
748,2021-05-14,May,Friday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,2,9,-7,Strikeouts > Walks
749,2021-05-15,May,Saturday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,9,Runs_Scored > 5 but <= 9,12,Hits >= 10,5,0,3,Home_Runs > 1,8,Extra_Base_Hits > 5,2,4,-2,Strikeouts > Walks
750,2021-05-16,May,Sunday,Boston Red Sox,Los Angeles Angels,American League (AL) West,0,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,2,14,-12,Strikeouts > Walks
751,2021-05-18,May,Tuesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,0,Runs_Scored <= 1,5,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,2,11,-9,Strikeouts > Walks
752,2021-05-19,May,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,13,Hits >= 10,4,0,4,Home_Runs > 1,8,Extra_Base_Hits > 5,0,11,-11,Strikeouts > Walks
753,2021-05-20,May,Thursday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,14,Hits >= 10,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,3,8,-5,Strikeouts > Walks
754,2021-05-21,May,Friday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,1,11,Runs_Scored >= 10,13,Hits >= 10,4,0,2,Home_Runs > 1,6,Extra_Base_Hits > 5,2,17,-15,Strikeouts > Walks
755,2021-05-22,May,Saturday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,1,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,5,11,-6,Strikeouts > Walks
756,2021-05-23,May,Sunday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,0,2,Runs_Scored = 2 or 3,4,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,2,12,-10,Strikeouts > Walks
757,2021-05-25,May,Tuesday,Boston Red Sox,Atlanta Braves,National League (NL) East,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,0,1,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,3,12,-9,Strikeouts > Walks
758,2021-05-26,May,Wednesday,Boston Red Sox,Atlanta Braves,National League (NL) East,1,9,Runs_Scored > 5 but <= 9,7,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
759,2021-05-28,May,Friday,Boston Red Sox,Miami Marlins,National League (NL) East,1,5,Runs_Scored = 4 or 5,5,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,2,6,-4,Strikeouts > Walks
